Document_No,Judul,Published Date,Full Article,Likes,Comment,Total Shares,Sentiment,Dominant_Topic,Contribution,Keyword
39,"PMI Sumbang Devisa hingga Rp 159,6 Triliun, Stafsus Presiden Dukung Penambahan Anggaran BP2MI - Tribunnews.com",2023-02-26,Staf Khusus Presiden Diaz Hendropriyono saat menghadiri Silaturahmi Industri Hijau di kawasan Cikupa Tangerang Provinsi Banten Laporan Wartawan Tribunnewscom Muhamad Zulfikar TRIBUNNEWSCOM JAKARTA Staf Khusus Stafsus Presiden Joko Widodo Jokowi Diaz Hendropriyono mengapresiasi kinerja Badan Pelindungan Pekerja Migran Indonesia BPMI dibawah kepemimpinan Benny Rhamdani Karena itu dia mendukung adanya penambahan anggaran bagi lembaga tersebut agar maksimal dalam menjalankan berbagai programnya khusus terkait pelindungan bagi pekerja migran Capaian kinerja BPMI semenjak dipimpin Pak Benny menunjukkan hasil yang luar biasa karena dengan memanfaatkan anggaran yang tidak seberapa jika dibandingkan program BPMI saat ini Kami mendukung penambahan anggaran kata Diaz usai menghadiri pelepasan PMI ke Korea Selatan Korsel di Jakarta Minggu Menurut Diaz penambahan anggaran tersebut merupakan hal kewajaran dengan melihat program yang dijalankan BPMl misalnya pembuatan fasilitas lounge dan fastrack bagi PMI di enam bandara Dia menjelaskan para PMI merupakan penyumbang devisa terbesar kedua bagi negara setelah sektor migas yaitu dengan nominal Rp triliun setiap tahunnya Baca juga Diaz Hendropriyono Apresiasi Produk PlantBased Meal dan Olahan Sampah Plastik Ramah Lingkungan Hal tersebut menurut Diaz merupakan pencapaian yang luar biasa bagi BPMI sehingga dirinya berjanji akan mendorong penambahan anggaran tersebut ke Kementerian Keuangan Harus kita dukung seperti kita tahu BPMI menghasilkan devisa ratusan triliun Melihat ini jelas ini akan kita upayakan bahwa penambahan anggaran ini logikanya tetap akan balik ke negara dengan devisa yang dihasilkan PMI ujarnya Capaian kinerja yang luar biasa di BPMI itu menurut dia menunjukkan bahwa Presiden Joko Widodo tidak salah menunjuk orang untuk memimpin lembaga tersebut Pernyataan Diaz itu cukup beralasan karena dia menilai banyak perubahan besar yang dirasakan PMI seperti mengutamakan pelayanan perlindungan dan komitmen Benny Rhamdani memberantas mafia sindikat penempatan PMI ilegal Saya rasa Pak Presiden sudah memilih tokoh yang tepat untuk memimpin kepala BPMI karena di bawah kepemimpinan Pak Benny terjadi perubahan yang pesat dan luar biasa di BPMI katanya Dalam kesempatan tersebut Kepala BPMI Benny Rhamdani mengatakan dirinya berkomitmen memberantas sindikat penempatan PMI ilegal Menurut dia selama ini para sindikat tersebut seolaholah mengendalikan negara dan aparatur negara Saya terus sampaikan tidak akan tunduk kepada para sindikat yang menjual anak bangsa ke luar negeri Ini komitmen janji saya kepada Pak Presiden saat awal dilantik oleh Presiden ujarnya Dia menjelaskan BPMI sedang fokus mewujudkan program rumah subsidi untuk para PMI dan saat ini pihaknya terus berkomunikasi dengan Kementerian Pekerjaan Umum dan Perumahan Rakyat PUPR untuk mewujudkan hal tersebut Politisi Partai Hanura itu mengatakan saat ini PMI yang berangkat ke luar negeri mendapatkan fasilitas istimewa yaitu surat kepercayaan atau Credentials Letter Menurut dia fasilitas itu dulunya hanya bisa diperoleh duta besar saja namun saat ini PMI juga memegang yang fasilitas istimewa tersebut yang sengaja disiapkan negara,,,0,Positif,2.0,0.9906,"india, lamar, selatan, tolak, ali, laku, sulawesi, korban, pria, wajo"
40,"Beruang Beringas Serang Warga Jambi di Area Kebun, Korban Luka di Sekujur Tubuh | merdeka.com",2023-02-26,Beruang ini tahun jadi korban eksploitasi restoran di Albania ©REUTERSFlorion Goga Merdekacom Komar Hidayat warga Desa Suka Damai Kecamatan Mestong Kabupaten Muaro Jambi Jambi diserang beruang saat berada di kebun Peristiwa itu terjadi pada Sabtu pukul Wib Serang beruangan membuat warga tersebut menderita luka hingga harus dilarikan ke rumah sakit Saat dikonfirmasi Kapolsek Mestong AKP Taroni Zebua membenarkan warga Suka Damai telah diserang beruang saat berada di kebunnya Korban mengalami luka sayat di dada luka pada kaki kanan dan kaki kiri serta luka pada wajahkata AKP Taroni Zebua saat dikonfirmasi melalui pesan singkat pada Minggu Taroni menjelaskan saat kejadian korban dan istrinya hendak pulang ke rumah dari kebun mereka Tibatiba seekor beruang datang dan menyerang korban Saat kejadian istri korban berlari meminta pertolongan warga dan setelah istri korban tiba kembali di lokasi kejadian korban sudah terlukajelasnya Akibat kejadian tersebut korban langsung dibawa ke klinik terdekat oleh warga kemudian dirujuk ke Rumah Sakit Umum Daerah RSUD Raden Mattaher Jambi Kita telah melakukan koordinasi dengan pihak BKSDA Jambi terkait peristiwa ini agar dilakukan tindakan untuk menghindari korban lagi serta warga yang lain tutup AKP Taroni Zebua Baca juga Harimau Ditemukan Mati di Aceh Timur Diduga Racun di Lokasi Ada Serbuk Hitam Harimau Mangsa Tiga Ekor Kambing dalam Kandang Warga Aceh Timur Resah Warga Inhu Geger Seekor Beruang Berkeliaran di Permukiman Viral Pengendara Motor Dicegat Harimau di Tengah Jalan Bikin Panik Viral Beruang Masuk Kebun Warga Rokan Hilir Ini Kata BBKSDA Sedang Berkebun Dua Petani Diserang Harimau sampai Kritis,1.0,0.0,31,Neutral,3.0,0.995,"warga, gempa, prakerja, kartu, bangun, serang, korban, hutan, seleksi, gelombang"
41,Populer Seleb: Aldila Jelita Unfollow dan Hapus Foto Indra Bekti - Sosok Model Hongkong Abby Choi - Tribunnews.com,2023-02-26,Rumah tangga Aldila Jelita dan Indra Bekti dikabarkan retak ada apa Sosok Abby Choi model Hongkong ternama yang tewas dimulitasi TRIBUNNEWSCOM Simak kumpulan berita populer kanal seleb selama jam terakhir dalam artikel ini Aldila Jelita tibatiba mengunfollow Instagram suaminya Indra Bekti Bahkan kini fotofoto kebersamaan Aldila Jelita dengan Indra Bekti juga sudah dihapus ada apa Berita lainnya kabar mengenaskan datang dari model ternama Hongkong Abby Choi Abby Choi tewas dimutilasi oleh mantan suaminya sendiri Siapakah sosok Abby Choi ini Baca juga Aldila Jelita Unfollow Instagram Indra Bekti Begini Kata Pihak Keluarga Sus Rini Dapat iPhone Malah Minta TV ke Nagita Slavina Pengasuh Rayyanza Malik Ahmad atau Cipung Rini Perdiyanti dapat hadiah iPhone dari Nagita Slavina Wanita yang akrab disapa Sus Rini itu menceritakan awal mula dapat hadiah iPhone dari istri Raffi Ahmad itu Sus Rini kiri Raffi Ahmad Rayyanza Nagita Slavina kanan Reaksi Sus Rini saat diberi iPhone oleh Nagita Slavina sempat minta tukar TV YouTube Rans Entertainment Instagram riniperdiyanti Awal mendapatkan iPhone Sus Rini mengaku sampai bingung hingga menangis Sus Rini dikasih handphone sama Bu Gigi nangis ucap Raffi dikutip dari YouTube Rans Entertainment Sabtu Terus bingung bingungnya kenapa nggak bisa pakenya tanya Raffi Lantas Sus Rini mengungkapkan awal mula Nagita Slavina datang menghampiri dan langsung menyerahkan satu unit iPhone Pas dikamar itu lagi nunggin adek tibatiba ibu masuk kamar Sus ini HP saya bilang buat siapa bu,,,0,Neutral,8.0,0.9947,"rini, orang, sus, trisha, mobil, afan, gus, celaka, baca, polisi"
42,"Raffi Ahmad Tawari Sus Rini Dapat Endorse seperti Lala, Jawaban Pengasuh Cipung Jadi Sorotan - Tribunnews.com",2023-02-26,Sus Rini ditawari supaya dapat endorse di Instagram oleh Raffi Ahmad TRIBUNNEWSCOM Suster Rayyanza Malik Ahmad alias Cipung Rini Perdiyanti kini tengah menjadi sorotan warganet Lantaran Rini Perdiyanti atau Sus Rini kerap membagikan aktivitas Cipung lewat Instagram pribadinya riniperdiyanti Banyak warganet yang juga dibuat takjub dengan cara Sus Rini menjaga dan mengajari putra kedua Raffi Ahmad dan Nagita Slavina itu Kerap mengunggah video Cipung Instagram Sus Rini kini tembus lebih dari ribu pengikut Namun diketahui hingga kini Sus Rini belum menerima tawaran endorse Dalam tayangan podcast di YouTube Rans Entertainment Sabtu Raffi Ahmad menawari supaya Sus Rini bisa mendapatkan penghasilan dari endorse Baca juga Rayyanza Rayakan Ulang Tahun Pertama di Qatar Sus Rini Sampaikan Pesan Menyentuh Followers udah an ribu ucap Raffi dikutip Minggu Udah dapat endorse belum tanyanya Alhamdulillah sih belum jawab Sus Rini Raffi pun berkeinginan supaya Sus Rini bisa memiliki penghasilan dari endorse seperti pengasuh Rafathar Lala Mau dapat endorse kayak si Lala gitu Raffi menawari Tak langsung mengiyakan Sus Rini hanya tersenyum dan menyerahkan keputusan pada Raffi Sus Rini merasa tawaran endorse itu di luar dari tanggung jawab pekerjaannya sebagai pengasuh Cipung Tergantung Ibu sama Bapak ucap Sus Rini,72.0,0.0,94,Positif,8.0,0.9934,"rini, orang, sus, trisha, mobil, afan, gus, celaka, baca, polisi"
43,"4 Eks Anak Buah Ferdy Sambo Divonis Ringan, Bagaimana dengan Hendra Kurniawan dan Agus Nurpatria ? - Tribunnews.com",2023-02-26,kolase foto Hendra Kurniawan dan Agus Nurpatria Vonis terdakwa eks anak buah Ferdy Sambo lebih rendah dari tuntutan Jaksa Penuntut Umum bagaimana dengan nasib Hendra Kurniawan dan Agus Nurpatria TRIBUNNEWSCOM JAKARTA Dari empat terdakwa perkara Obstraction of Justice atau perintangan penyidikan kasus Brigadir  hanya Hendra Kurniawan dan Agus Nurpatria yang belum divonis Empat terdakwa lainnya yakni Arif Rachmat Arifin Irfan Widyanto Baiquni Wibowo dan Chuck Putranto sudah lebih dulu divonis pada minggu lalu Seharusnya Hendra Kurniawan dan Agus Nurpatria divonis pada Kamis namun sidang ditunda karena majelis hakim belum siap dengan tuntutannya Diketahui vonis empat terdakwa eks anak buah Ferdy Sambo lebih rendah dari tuntutan Jaksa Penuntut Umum JPU Lantas bagaimana dengan nasib Hendra Kurniawan dan Agus Nurpatria Apakah vonis mereka lebih ringan sama atau malah lebih berat dari tuntutan jaksa Dikutip dari Sistem Informasi Penelusuran Perkara SIPP PN Jakarta Selatan berikut jadwal dan hari pelaksanaan sidang vonis Hendra Kurniawan dan Agus Nurpatria Hari Senin Februari Jam WIB selesai Lokasi Ruang Sidang Utama PN Jakarta Selatan Adapun untuk mekanisme pembacaannya akan dilakukan secara terpisah dan bergiliran antara Hendra Kurniawan dan Agus Nurpatria Ditunda di hari Senin tanggal Februari begitu ya Urutannya nanti diinformasikan selanjutnya tetap terpisah gak jadi satu kata Majelis Hakim Suhel dalam ruang sidang utama PN Jakarta Selatan Kamis Sidang ditutup tukasnya Terdakwa Hendra Kurniawan dan Agus Nurpatria akan menjalani sidang vonis pada hari ini Senin sebelumya sidang sempat ditunda pekan kemarin karena majelis hakim belum siap Kolase Tribunnews Hendra Kurniawan dan Agus Nurpatria Dituntut Pidana Tahun Penjara dan Denda Rp juta Sebelumnya Hendra Kurniawan dituntut oleh jaksa penuntut umum JPU dengan hukuman pidana penjara selama tiga tahun,,,0,Neutral,4.0,0.9953,"mario, david, sangka, aniaya, dandy, shane, anak, korban, jakarta, ade"
44,"Momen Sedih di Balik Megahnya Konser Raisa, Istri Hamish Daud Nangis, Zalina Putrinya Sakit - Tribunnews.com",2023-02-27,Penampilan Raisa dalam konser tunggal di Stadion Utama Gelora Bung Karno SUGBK Jakarta Pusat Sabtu Konser tunggal Raisa sukses menghibur puluhan ribu penonton di SUGBK Tapi ada kesedihan terselip di balik kesuksesan ini Raisa menangis Laporan Wartawan Tribunnewscom Fauzi Alamsyah TRIBUNNEWSCOM JAKARTA Konser tunggal Raisa sukses menghibur puluhan ribu penonton di Stadion Utama Gelora Bung Karno SUGBK Senayan Jakarta Pusat Namun di balik kesuksesan konser tersebut terdapat kesedihan yang dirasakan oleh Raisa Baca juga Fakta Menarik Konser Raisa Sempat Ditunda Tahun hingga Penampilan Pembuka dari Vidi Aldiano Raisa sedih sebab putri kesayangannya Zalina Raine Wyllie tidak bisa hadir menyaksikan sang ibu tampil di panggung lantaran sakit Ia pun meminta doa agar sang putri lekas sembuh dari penyakitnya Lagu ini untuk bestie aku Zalina Tapi sayangnya malam ini Zalina engga datang karena lagi sakit semoga cepet sembuh kata Raisa sambil menangis di panggung Sabtu Baca juga Raisa Terharu Konser Tunggalnya Bisa Terlaksana Meski Tertunda Dua Tahun Kesedihan Raisa bertambah ketika ia menceritakan tumbuh kembang putrinya Selama menjadi seorang ibu Raisa mendapatkan banyak pelajaran berharga tentang cinta sejati Aku kira aku yang bakal ajarin dia banyak tapi ternyata dia yang bamyak ajarin aku terutama tentang cinta sejati ungkap Raisa Hamish Daud Raisa dan Zalina berlibur ke Magelang Instagramhamishdw Padahal istri Hamish Daud itu ingin sekali Zalina bisa menyaksikan penampilan dirinya di panggung megah konser tunggalnya itu Aku pengin dia ada di sini biar dia lihat kalau mama itu keren sedikit punya panggung sebesar ini ungkap Raisa Baca juga Anniversary ke Raisa Andriana Beri Ucapan Manis Hamish Daud Pamerkan Video Momong Zalina Kalo malam tiap mau tidur dia suka liatliat aku Aku berpikir berapa lama lagi aku bisa kayak gini dipeluk Zalina lanjutnya Kemudian Zalina memang menjadi cinta sejatinya saat ini yang membuat dirinya banyak menciptakan lagu untuk sang putri Banyak banget lagu yang tercipta karena dia Ternyata ini ya cinta sejati dalam hidup ini ngga gombal Dan sedikit lagi waltu yang aku punya untuk Zalina kecil aku berdoa semoga masa masa ini ngga cepat berlalu pungkas Raisa,,,0,Positif,5.0,0.9959,"lapor, sri, mulyani, jabat, kemenkeu, pegawai, lhkpn, raisa, anak, pajak"
45,"Tanggapi Niat Baik China Damaikan Rusia dan Ukraina, Presiden Prancis Ikut Dukung China - Tribunnews.com",2023-02-26,Presiden Prancis Emmanuel Macron membuat pernyataan dengan Presiden Polandia Andrzej Duda dan Kanselir Jerman Olaf Scholz tidak ada dalam gambar setelah pertemuan mereka selama Konferensi Keamanan Munich MSC di Munich Jerman selatan pada Februari TRIBUNNEWSCOM Presiden Prancis Emannuel Macron akan mengunjungi China pada bulan April Ia akan mendesak China untuk menekan Rusia mengakhiri perang di Ukraina Rencana ini ia sampaikan sehari setelah Beijing mempresentasikan rencana perdamaian Fakta bahwa Cina terlibat dalam upaya perdamaian adalah hal yang baik kata Macron di sela sela pertunjukan pertanian di Paris Sabtu Damai hanya mungkin jika agresi Rusia dihentikan pasukan ditarik dan kedaulatan teritorial Ukraina dan rakyatnya dihormati tambahnya dikutip dari India Today Sebelumnya Presiden Ukraina Volodymyr Zelensky juga menyatakan harapan untuk bertemu dengan Presiden Chin Xi Jinping untuk keamanan dunia Baca juga Satu Tahun Perang RusiaUkraina Pengamat Militer Ada Pelajaran Penting untuk Indonesia China Tak Mengutuk Invasi Rusia di Ukraina China menolak untuk menjadi bagian dari pernyataan anggota  yang menyesalkan agresi Rusia di Ukraina saat menghadiri acara pertemuan puncak di Bengaluru India Sabtu Rusia mengatakan negaranegara Barat yang antiRusia telah mengoyahkan  India yang menjadi tuan rumah pembicaraan  mengeluarkan rekapan dari pertemuan tersebut Mereka mencatat ada penilaian berbeda tentang situasi di Ukraina dan tentang sanksi yang dikenakan pada Rusia Sebuah catatan kaki mengatakan dua paragraf yang merangkum perang itu disetujui oleh semua negara anggota kecuali Rusia dan China Paragraf tersebut diadaptasi dari Deklarasi Pemimpin  Bali pada bulan November dan mengkritik sekeraskerasnya agresi Rusia terhadap Ukraina dikutip dari BBC Internasional Rencana China untuk Negosiasi Rusia dan Ukraina Bendera China PixabaySW Baca juga Setahun Perang Rusia di Ukraina Sekutu Barat Kecam Rusia dan Suarakan Dukungan untuk Zelensky,0.0,0.0,5,Neutral,9.0,0.995,"india, gempa, jakarta, baca, ali, asib, indonesia, tolak, kali, pemuda"
46,"Viral Penganiayaan Sejumlah Anak Panti Asuhan di Palembang, Pemilik Panti Diperiksa Polisi - Serambinews.com",2023-02-26,Viral di media sosial Instagram aksi kekerasan yang diduga dilakukan oleh seorang pengurus panti asuhan di Kota Palembang Sabtu Tampak polisi mendatangi lokasi panti asuhan tersebut Sabtu malam SERAMBINEWSCOM Video aksi kekerasan dilakukan oknum pengurus panti asuhan di Palembang Sumatera Selatan viral di media sosial Video penganiayaan sejumlah anak panti asuhan ini viral di media sosial Instagram Sabtu Dalam video tersebut tampak seorang pria yang diperkirakan berusia tahun melakukan pemukulan terhadap beberapa anak panti Rekaman video yang beredar aksi kekerasan tersebut diduga terjadi di sebuah panti asuhan di kawasan Kecamatan Ilir Timur II Palembang Tak hanya sekali namun dalam postingan yang beredar pria tersebut terlihat beberapa kali memukul beberapa anak panti Selain melakukan kekerasan pria tersebut juga tampak mengoceh dan mengatakan perkataan kasar Pada aksi kekerasan terhadap anak lainnya pria itu juga mengancam seorang anak bahwa dirinya tidak boleh mengadu Janji ya kamu tidak boleh nyenyes jangan ngadungadu emak ucap pria yang belum diketahui namanya tersebut Baca juga Bocah Tahun Ditemukan Tewas Membusuk di Deliserdang Ayah Duga Putrinya Alami Kekerasan Seksual Tak hanya itu pada video berikutnya pria itu kembali melakukan pemukulan terhadap penghuni panti Bahkan anak yang dipukul hanya diam dan pasrah namun pria itu tak peduli dan tetap beberapa kali memukul dengan keras Belum diketahui penyebab pria yang diduga pengurus panti asuhan tersebut melakukan kekerasan Polisi amankan pemilik panti Pemilik Panti Asuhan Fisabillilah Alamin yang berada di Jalan Mangkubumi Lorong Bunga Kelurahan Ilir Kecamatan Ilir Timur II Palembang Provinsi Sumatera Selatan langsung dijemput polisi Sabtu malam Pemilik panti asuhan berinisal  diamankan polisi lantaran diduga melakukan penganiayaan terhadap sejumlah penghuni panti asuhan,1.0,0.0,12,Neutral,7.0,0.9948,", milik, anak, pajak, istri, sampah, mewah, twitter, asuh, rafael"
47,"Sosok Emak-emak yang Viral karena Konten Berbahaya di Atas Sunroof Mobil, Begini Nasibnya - Serambinews.com",2023-02-26,Tutik Sumanti sosok emakemak ngevlog di sunroof saat mobil melaju kencang di Suramadu kini minta maaf SERAMBINEWSCOM SURABAYA Tutik Sumanti akhirnya mendatangi Kantor Satlantas Polres Bondowoso Sabtu Warga Kecamatan Prajekan Kabupaten Bondowoso Jawa Timur ini datang untuk meminta maaf setelah videonya viral di media sosial Diketahui sebelumnya Tutik membuat konten vlog di sunroof mobil saat melintas di Jembatan Suramadu Sunroof adalah model jendela atau kaca pertama yang ditempatkan di atas atap mobil dengan kemampuan membentuk sudut tertentu saat dibuka Sebelumnya aksi emak emak berhijab ngevlog di sunroof mobil itu viral di media sosial sejak Senin malam Video viral berdurasi tak lebih dari detik itu diunggah oleh akun Instagram IG ndorobeiofficial Dalam video tersebut tampak emak emak berkacamata hitam besar Ia mengenakan hijab model scraf pendek dan merekam video vlog di atas sunroof mobil jenis SUV warna hitam yang ditumpanginya Sosok emak emak tersebut melakukan perekaman video vlog tersebut dengan bantuan tongsis Dalam video tersebut Tutik tampil begitu percaya diri Jemari telunjuk dan jempolnya membentuk pola huruf  dan didekatkan pada pipi kanannya Akun ndorobeiofficial menuliskan narasi pada unggahan video tersebut dengan kalimat satir terhadap aksi yang dilakukan oleh si emak emak tersebut Bahkan akun itu juga menautkan akun lain yang menjadi sumber unggahan video tersebut Seumurumur pengen banget punya tongsis uhemez belikan saya sama kaya ibu itu tulis akun ndorobeiofficial,1.0,0.0,3,Neutral,8.0,0.9274,"rini, orang, sus, trisha, mobil, afan, gus, celaka, baca, polisi"
48,Membandingkan Tunjangan Dokter dan Pegawai Pajak | merdeka.com,2023-02-27,Membandingkan Tunjangan Dokter dan Pegawai Pajak Reporter Merdeka Ini Daftar Kenaikan Harta Tiap Tahun Rafael Alun si Pejabat Pajak © Merdekacom Merdekacom Gaji pegawai pajak kini jadi sorotan Setelah viral gaya hidup mewah Rafael Alun dan anaknya Mario Dandy Hal ini terungkap usai Mario menganiaya sadis David hingga koma Berdasarkan Laporan Keuangan Harta Kekayaan Penyelenggara Negara LHKPN per Desember Rafael tercatat memiliki kekayaan sebesar Rpmiliar Mirisnya gaji pegawai pajak dengan seorang dokter yang bekerja untuk pemerintah berbeda sangat jauh Dokter Penyakit Dalam Andi Khomeini Takdir mengungkap hal tersebut Andi mengunggah dokumen Perpres Nomor Tahun tentang tunjangan pegawai di lingkungan Direktorat Jenderal Pajak FaktaFakta Pejabat Bea Cukai Pamer Harta Kekayaan Rp  Hingga Mobil MewahRafael Alun Trisambodo Ternyata Tak Bisa Mengundurkan Diri Begitu Saja BACA JUGA dari halaman Dalam dokumen itu gaji paling kecil pegawai pajak senilai Rp sekelas penilai PBB muda Hingga yang paling besar yakni eselon pajak yakni Rp tiap bulannya Kemudian Andi juga mengunggah dokumen tentang tunjangan dokter Paling besar dokter pendidikan klinis dengan besaran gaji Rp Sementara yang paling rendah tunjangan dokter gigi yakni Rp Andi pun mengimbau bagi para orangtua yang berniat menyekolahkan anaknya menjadi dokter untuk berpikir ulang lagi Pengacara Shane Ungkap AG Kekasih Mario Dandy Ikut Rekam Penganiayaan DavidDitjen Pajak Baru Terima Surat Pengunduran Diri Rafael Alun BACA JUGA Tunjangan orang pejabat eselon  sama dengan tunjangan untuk orang dokter pendidik klinis katanya dalam akun Twitter Orang tua yang mau masukkan anaknya ke Fakultas Kedokteran mungkin sebaiknya pikirpikir lagi Kecuali memang niatannya sedekah melalui pengabdian kepada rakyat bangsa dan negara tambah Andi Tunjangan orang pejabat eselon  sama dengan tunjangan untuk orang dokter pendidik klinis Orang tua yang mau masukkan anaknya ke Fakultas Kedokteran mungkin sebaiknya pikirpikir lagi Kecuali memang niatannya sedekah melalui pengabdian kepada rakyat bangsa dan negara 🇲🇨 pictwittercomgPMhQZghwY — dr Andi Khomeini Takdir drkoko February Advertisement dari halaman,5.0,0.0,16,Negatif,7.0,0.9961,", milik, anak, pajak, istri, sampah, mewah, twitter, asuh, rafael"
